recipe,type
"1 orange, juice only  1 lime, juice only 1 red chilli, chopped 8 cherry tomatoes, finely chopped  1 red onion, thinly sliced ½  bunch chives leaves, finely chopped  1 dried chipotle chilli, soaked in boiling water then drained and chopped 1 tbsp coriander stalks, finely chopped  1 tsp salt 1 tsp sugar  300g/10½oz fresh tuna loin, cut into small cubes 3 tbsp soured cream 1 garlic clove, crushed 3 spring onions, finely chopped  1 green chilli, finely chopped  1 bunch coriander, finely chopped ½ bunch mint, finely chopped  1 lime, juice only salt and freshly ground black pepper 3 fresh soft tortillas, each cut into two smaller rounds with a 7cm/3in cutter 2 tbsp olive oil 50g/1¾oz grated white cheese, such as Wensleydale  ",mexican
"1 tbsp olive oil 1 onion, chopped 1 garlic clove, crushed  200ml/7fl oz passata (or 1 x 400g tin chopped tomatoes) 1 tsp chopped fresh oregano (or 1/2 tsp dried oregano) ½ tsp freshly ground black pepper 1 tbsp olive oil 1 garlic clove, crushed 1 red onion, chopped 1 red pepper, seeds and core removed, finely chopped 1 courgette, chopped 170g/6oz turkey mince 85g/3oz cheddar, grated 4 wholemeal tortillas ",mexican
"2 tsp cayenne pepper  2 tsp cumin  2 tsp garlic powder  1 tbsp olive oil  salt and freshly ground black pepper 500g/1lb 2oz turkey mince (7% fat)  2 tbsp Mexican seasoning (from above) 2 tbsp olive oil  2 small onions (red or brown), finely chopped 6 spring onions, roughly chopped 2 peppers (any colour), deseeded and finely chopped  400g tin chopped tomatoes, tomato juice drained 400g tin kidney beans, drained  3 tbsp finely chopped fresh coriander  180g/6oz lightly salted tortilla chips 4 tbsp low-fat crème fraîche  salt and freshly ground black pepper ",mexican
"4 tsp smoked paprika 2 tsp ground cumin 2 tsp ground coriander 2 tsp celery salt 5 tbsp olive oil 500g/1lb 2oz turkey mince 6 tsp spice mix (from above) 2 tbsp sherry vinegar 2 banana shallots, finely chopped 1 large garlic clove, grated 1 red pepper, finely chopped 1 yellow pepper, finely chopped 1 green pepper, finely chopped 50g/1¾oz roasted red pepper (from a jar), roughly chopped 1 lime, zest and juice 8 white tortillas 150g/5½oz cheddar, grated 2 knobs butter salt guacamole, to serve tomato salsa, to serve ",mexican
"500g/1lb 2oz ripe tomatoes ½ head garlic cloves, unpeeled 2 dried ancho chillies 2 tbsp olive oil 2 red onions, cut into thin wedges 1 red pepper, diced 1 green pepper, diced 2 sticks celery, sliced 2 tsp ground cumin large sprig thyme 2 bay leaves 1 tsp dried oregano small bunch coriander, stems and leaves separated 1.25 litres/2 pints turkey stock 250g/9oz cooked black beans 250g/9oz sweetcorn salt and freshly ground black pepper 300g/10½oz leftover turkey meat, cut into strips 1 lime, juice only (optional) 6-8 corn tortillas, cut into wedges or strips 2 tbsp olive oil 2 avocados, peeled, stones removed, diced 1 lime, juice only salt, to taste 3-4 spring onions, finely sliced 100g/3½oz grated hard cheese ",mexican
"300g/10½oz fine cornmeal flour or self-raising flour pinch salt 2 tbsp olive oil  200g tin chickpeas, drained and rinsed 2 tbsp olive oil 4 purple sprouting broccoli heads, cut into small pieces 4 asparagus spears, cut into small pieces (or use more broccoli if asparagus isn't in season) 1 garlic clove, finely chopped  1 small dried chilli, finely chopped ½ tsp sweet smoked paprika salt and freshly ground black pepper 1 ripe mango, peeled and cubed 1 green chilli, seeds removed and finely chopped 1 sliver of Scotch bonnet chilli, seeds removed and finely chopped 1 tsp mirin ½ shallot, peeled and finely chopped ½ orange, juice only salt and freshly ground black pepper ",mexican
"2 tbsp olive oil 2 medium onions, sliced 1 yellow pepper, deseeded, cut into chunks 1 medium sweet potato (approximately 300g/10½oz), peeled, cut into chunks 1 tsp ground coriander 1 tbsp plain flour 400g tin chopped tomatoes 2 tbsp chipotle paste (available at larger supermarkets and delicatessens) 400g tin cannellini beans, rinsed and drained 400g tin red kidney beans, rinsed and drained salt and freshly ground black pepper vegan crème fraîche, to serve (optional) 150g/5oz quinoa, rinsed 1 ripe but firm avocado, halved, stone removed, flesh scooped out 1 lime, juice only 4 spring onions, finely sliced 1½  tbsp chopped fresh coriander, plus extra to garnish salt and freshly ground black pepper ",mexican
"400g/14oz butternut squash, chopped into 2.5cm/1in rounds 150g/5½oz cashew butter 1 tbsp pickled jalapeño chillies, plus 1 tbsp pickling juice 1 large garlic clove, finely chopped 3–4 tbsp nutritional yeast 3 tbsp almond milk (or alternative vegan milk) ½ lemon, juice only salt and freshly ground black pepper 4 wholemeal tortillas wraps, each cut into 6 triangles 4 white tortillas wraps, each cut into 6 triangles 4 medium tomatoes, roughly chopped 2 red onions, roughly chopped 2 avocados, halved and roughly chopped handful fresh coriander, roughly chopped ",mexican
"2 small sweet potatoes, cut into 2cm/¾in cubes  2 tsp chilli powder  2 tsp paprika  pinch ground cinnamon 4 tbsp olive oil  1½ red onions, finely chopped 2 celery sticks, finely chopped  2 carrots, finely chopped 2 garlic cloves, crushed  1 red chilli, finely chopped 1 red pepper, thinly sliced  1 yellow pepper, thinly sliced 150g/5½oz chestnut mushrooms, quartered 1 aubergine, cut into 2cm/¾in cubes  1 tsp ground coriander 1 tsp ground cumin 400g tin kidney beans in chilli sauce 400g tin plum tomatoes  2–3 dashes Worcestershire sauce (optional) 1–2 dashes Tabasco sauce  dash red wine vinegar  200ml/7fl oz vegetable stock  small bunch fresh coriander, leaves picked and stalks chopped salt and freshly ground black pepper vegetable oil, for deep-frying 3 large flour tortillas  ",mexican
,mexican
"1 large aubergine, cut into small chunks  5 garlic cloves, unpeeled 3 fresh thyme sprigs  3 tbsp olive oil, plus extra for frying 1 large onion, thinly sliced  400g tin chopped tomatoes  ½ red pepper, seeds removed and thinly sliced 30g/1oz demerara sugar 2 tbsp tomato purée  ½ lime, juice only  ½ bunch fresh coriander, leaves picked, stalks finely chopped salt and freshly ground black pepper 50g/1¾oz dried chipotle chillies, halved  1 large onion, quartered 4 garlic cloves 2 tbsp fresh oregano leaves 2 tbsp fresh thyme leaves  ½ tsp cumin seeds dash Tabasco sauce 2 green chillies, stems removed 200ml/7fl oz boiling water  2 tbsp olive oil 25ml/1fl oz white wine vinegar 25ml/1fl oz balsamic vinegar 2 tbsp tomato purée  ½ tbsp soy sauce 90g/3oz demerara sugar ½ lime, juice only  1 tbsp olive oil 1 onion, finely chopped 2 large garlic cloves, crushed 1 red chilli, finely chopped 400g tin mixed beans, drained and rinsed ½ small bunch fresh coriander, leaves picked, stalks finely chopped ½ small bunch fresh flatleaf parsley, finely chopped  ½ small bunch fresh coriander, finely chopped 1 large red onion, finely chopped ½ red chilli, seeds removed, finely chopped ½ lime, juice only 1 tomato, finely chopped 250g/9oz masa harina cornflour 1 tsp baking powder 200–250ml/7–9fl oz hot water 250ml/9fl oz olive oil salt ",mexican
"2 garlic cloves, sliced  1 red chilli, sliced 2 tsp coconut oil ½ tsp smoked paprika 400g tin borlotti beans, undrained 2 handfuls cherry tomatoes, roughly chopped 2 unwaxed limes, grated zest and juice a small bunch fresh coriander, chopped 2 ripe avocados, stone removed 200g/7oz feta cheese or firm tofu 2 large pinches red chilli flakes 200g/7oz spring greens, stems removed and shredded a few sprigs fresh oregano, leaves only 4 large wholemeal or seeded tortillas ",mexican
"2 tbsp vegetable oil  1 onion, chopped  1 red chilli, seeds removed and chopped  1 garlic clove, chopped  1 tsp ground cumin 1 tsp ground coriander 400g tin kidney beans, drained and rinsed a little vegetable stock or water ½ lime, juice only handful fresh coriander, roughly chopped 4 tomatoes, seeds removed and chopped ½ red onion, chopped 1 lime, juice only small bunch coriander, chopped  4 soft tortillas  2 tbsp plain yoghurt or soured cream ",mexican
"325g/11½oz split red lentils 1 tsp rapeseed oil 2 onions, roughly chopped 4 garlic cloves, finely chopped 2 red chilli, deseeded and finely chopped 1 tbsp ground cumin 1 tbsp ground coriander 2 tsp smoked paprika 2 tsp ground black pepper 2 tbsp tomato purée 1kg/2lb 4oz tomato passata 2 vegetable stock cubes 3 large courgettes, grated  400g tin black beans or three bean salad in water, drained  4 soft wholemeal flour tortillas sunflower oil spray 2 avocados, peeled, stoned and roughly chopped 1 lime, juice only 1 small bunch coriander, roughly chopped  60g/2¼oz cheddar cheese, grated cos or Little Gem lettuce 3 tomatoes, roughly chopped ",mexican
"1 tbsp vegetable oil 450g/1lb venison shoulder, trimmed and cut into large pieces 1 onion, finely chopped 1 red pepper, chopped 1 green pepper, chopped 1 stick celery, chopped 8-10 red chillies, chopped 250g/8½oz mushrooms, sliced 1 garlic clove, crushed 1 tbsp tomato purée pinch ground cumin pinch ground paprika 150ml/5fl oz game or beef stock 125ml/4½fl oz red wine 400g/14oz canned chopped tomatoes salt and freshly ground black pepper 50g/1¾oz dark chocolate, grated plain rice, cooked according to packet instructions 4 soft flour tortillas ",mexican
"2 sweet potatoes, cleaned 2 x 180g/6oz venison loins, trimmed  3 tbsp olive oil 4 sprigs of thyme 50g/1¾oz butter 50ml/2fl oz pomegranate molasses 2 ancho chilles, cleaned 2 pasilla chilles, cleaned 3 guajillo chilles, cleaned ½ cinnamon stick 1 star anise 1 tsp cumin seeds 50g/1¾oz peanuts 50g/1¾oz almonds 50g/1¾oz sesame seeds 3 tbsp olive oil  1 onion, cut into chunks 2 garlic cloves, crushed 1 red chilli, chopped 2 tomatoes, chopped little chicken stock 50g/1¾oz dark chocolate, minimum 70% cocoa solids, chopped salt and pepper 2 large tortillas  50g/1¾oz curd cheese 50g/1¾oz corn relish  100g/3½oz smoked cheese, grated ",mexican
