,Ingredients,Cuisine
1289,"5 skinless and boneless chicken breasts, sliced into thin strips 3 tbsp sunflower oil 2 brown onions, thinly sliced 2 garlic cloves, crushed ½ fresh red chilli, seeds removed, finely chopped 2 tbsp medium curry powder 1 tsp ground cumin  10 green cardamom pods, crushed to remove the seeds  450ml/16fl oz chicken stock  125g/4½oz ground almonds 2 tbsp mango chutney ½ lemon, juice only 200g/7oz full-fat natural yoghurt salt and freshly ground black pepper  boiled or steamed rice, to serve coriander leaves, to garnish ",9
1290,"3 tbsp vegetable oil 600g/1lb 5oz lamb, cleaned and cut into small pieces, fat trimmed 1 tsp mustard seeds 1 large onion, finely chopped 5 large garlic cloves, peeled 4cm/1½in piece root ginger, peeled salt, to taste 1 tsp sugar 1 tbsp ground coriander  1 tbsp ground cumin ½ tsp ground turmeric ¼-½ tsp red chilli powder, to taste 3 tomatoes, blended to a purée in a food processor 300ml/½ pint water 400ml/14fl oz coconut milk 1-2 tsp lemon juice, to taste 1 small sweet potato, peeled and cut into chunks 250g/8oz canned chickpeas, drained and rinsed 100g/3½oz chapati flour (or wholemeal flour) 45g/1½oz gram flour (chickpea flour) 2 tbsp chopped dried fenugreek leaves, or 4 tbsp chopped fresh fenugreek leaves  1½ tsp freshly grated ginger ¾ tsp salt ¾ tsp sugar  pinch ground turmeric 1 tbsp lemon juice 2 tbsp vegetable oil 1/3 tsp baking powder handful chopped fresh coriander 1¼ tsp garam masala ",9
1291,"2 tbsp sunflower oil 500g/1lb 2oz lamb neck fillets, trimmed, cut into 3cm/1¼in chunks 2 onions, roughly chopped 3 large garlic cloves, roughly chopped 3 tbsp medium curry paste  1 x 400g tin chopped tomatoes 150g/5½oz dried split red lentils, rinsed and drained 1 tsp salt, plus extra to season 75g/2½oz curly kale (or mature spinach leaves), rinsed, shredded, any tough stalks discarded freshly ground black pepper steamed rice or naan bread, to serve ",9
1292,"100ml/3½fl oz olive oil 1 tsp salt 5 garlic cloves, peeled 25g/1oz fresh root ginger, sliced 2 small onions, roughly chopped 1 large green pepper, seeds removed, roughly chopped 2 large red chillies, roughly chopped ½ tsp ground cinnamon ½ tsp ground turmeric 2 tsp curry powder 800g/1lb 12oz boneless diced lamb leg 15g/½oz fresh coriander, chopped 200g/7oz self-raising flour, plus extra for dusting 2 tbsp garlic granules 1 tsp caster sugar 1 tsp salt 25g/1oz unsalted butter, softened, cut into cubes, plus extra for melting ",9
1293,"1.5kg/3lb 5oz lamb shoulder, boned weight, cut into cubes 4 tbsp homemade curry paste, or use a shop-bought madras paste 2 tbsp vegetable or sunflower oil generous knob of butter 2 onions, halved then thinly sliced 1 cinnamon stick 6 cardamom pods 400g/14oz can chopped plum tomatoes 1 tbsp tomato purée 300ml/½ pint hot chicken or lamb stock 400g/14oz can chickpeas, drained 125g/4½oz baby leaf spinach, well washed ",9
1294,"2 tbsp vegetable oil 900g/2lb lamb fillet, cut into 3cm/1in cubes 2 onions, roughly chopped 3 garlic cloves, peeled and crushed 2 green chillies, finely chopped 1 tbsp grated fresh ginger 1 tbsp ground turmeric 1½ tbsp garam masala 1½ tbsp ground cumin 1 tbsp chilli powder 1 tbsp plain flour 6 large tomatoes, roughly chopped 400ml/14fl oz coconut milk 600ml/1 pint chicken stock 250g/9oz baby spinach leaves 1 pomegranate, seeded 200g/7oz plain yoghurt salt and freshly ground black pepper steamed basmati rice, to serve ",9
1295,"2 tbsp vegetable oil 2 tbsp coriander seeds 2 tbsp fenugreek seeds 1 tbsp mustard seeds 1 tsp cumin seeds ½ tsp fennel seeds 1 tsp black peppercorns 1 cinnamon stick, broken into pieces 5 cloves 1 tbsp ground turmeric 1½-2kg/3lb 5oz - 4lb 8oz lamb shoulder olive oil, for drizzling 1 green bird's-eye chilli 2 garlic cloves 1.5cm/¾in piece fresh root ginger, peeled 1 onion, thinly sliced 12 curry leaves 3 cardamom pods 2 bay leaves 400g tin chopped tomatoes 200ml/7fl oz beef stock 2 tsp tamarind juice 2 tbsp chopped fresh coriander salt and freshly ground black pepper 325g/11½oz chapati flour, plus extra for dusting (available in some supermarkets and Asian grocers) 1½ tsp salt 1 tbsp oil 200g/7oz basmati rice 1 tbsp coriander leaves ",9
1296,"10–15 whole Kashmiri chillies 2 dry whole red chillies 3 tbsp ghee 3 tbsp sunflower oil 4 green cardamom 4 black cardamom 2.5cm/1in piece cinnamon stick 4 cloves 8 black peppercorns 3 onions, roughly chopped 1 tbsp ginger purée 1 tbsp garlic purée 1 kg/2lb 4oz boneless lamb shoulder, cut into 3cm/1¼in chunks 2 tbsp ground coriander 1 tbsp ground cumin 1 tsp fine sea salt, plus extra to season 2 tomatoes, roughly chopped ½ tsp caster sugar 100g/3½oz plain yoghurt fresh coriander, to serve 3 tbsp ghee 250g/9oz chapati flour, plus extra for dusting 2 tsp ajwain (carom seeds), nigella or cumin seeds 1 tsp fine sea salt 2 tsp dried fenugreek leaves (kasoori methi)  ",9
1297,"2 tsp corn oil 1 tsp garlic and ginger paste ¼ tsp Kashmiri chilli powder 1½ tsp tandoori masala spice mix 1 tsp cracked coriander seeds ¼ tsp salt 1 tsp thick Greek yoghurt 1 lime, juice only 1 x 175g/6oz double bone lamb cutlet (ask your butcher for this) 1 tbsp vegetable oil, for frying ½ onion, peeled 1 tbsp olive oil ¼ tsp cumin seeds 60g/2¼oz shallots, sliced into rings 10g/¼oz butter 1 tsp mild curry powder ¼ tsp chilli flakes 4 stalks choi sum (or other oriental greens), finely chopped  100g/3½oz cooked pearl barley (see tip) 60g/2¼oz mangetout, sliced into thin strips 50g/1¾oz piquillo peppers, sliced lime juice, to taste  handful coriander, chopped 150ml/5fl oz Greek yoghurt 100g/3½oz cucumber, finely chopped salt, to taste chaat masala, to taste (available in Indian grocery stores) ",9
1298,"80g/2¾oz fresh dates 65g/2¼oz sultanas 30g/1oz fresh root ginger 10g garlic 1 green chilli ½ tsp ground cardamom 55g/2oz lemon juice 1 tsp cumin and black cumin powder mixed 50:50 30g/1oz brown onion, roughly chopped 100g/3½oz strained yoghurt (strain your yogurt in a sieve lined with muslin for a few hours to get rid of excess moisture) 8 lamb cutlets  squeeze lime juice 2 tbsp garlic and ginger paste salt, to taste 30g/1oz double cream handful mint leaves handful coriander leaves ½ tsp green chilli paste  ¼ tsp black salt  pinch of salt  ½ tsp chaat masala  ½ lime, juice only about 5 tbsp strained yoghurt (strain your yogurt in a sieve lined with muslin for a few hours to get rid of excess moisture) 1 small carrot, cut into 1cm/½in dice ¼ cucumber, peeled, cut into 1cm/½in dice  5-6 sliced breakfast radishes 1 banana shallot, cut into rings 1 tomato, chopped, seeds removed lemon juice, to taste olive oil, to taste small handful chopped coriander 50g/1¾oz clarified butter chat massala  ground cardamom ",9
1299,"3 tbsp sunflower oil 1 kg/2lb 4oz diced lamb shoulder or leg, or a mixture of both 2 onions, chopped 25g/1oz fresh root ginger, peeled 4 garlic cloves, peeled 2 red chillies, seeds removed, chopped 10 green cardamom pods 1½ tbsp ground cumin 1½ tbsp ground coriander ½ tbsp ground turmeric 1 x 400g/14oz can chopped tomatoes 200ml/7fl oz beef stock  75g/2½oz red lentils 3 tbsp honey salt and pepper boiled rice ",9
1300,juice of half lemon  450g/1lb lamb mince  1 tablespoon oil  55g/2oz fresh coriander leaves (washed and chopped)  4 cloves garlic (crushed)  4 green chillies (de-seeded and chopped)  ½ tsp coriander powder  1 tsp cumin powder  ½ tsp black peppercorns (crushed)  ½ tsp turmeric powder  ½ tsp garam masala  2 tsp grated ginger  1 tsp salt ,9
1301,"1 onion, roughly chopped 2 plump green chillies (deseed first if you prefer) 15g/½oz chunk fresh root ginger, peeled and roughly chopped 4 garlic cloves, roughly chopped 1 tsp flaked sea salt 2 tsp garam masala ¼ tsp hot chilli powder 1 tbsp tomato purée  freshly ground black pepper 600g/1lb 5oz lean minced lamb 3 heaped tbsp finely chopped, fresh coriander leaves thick natural yogurt and fresh coriander, to serve (optional) 3 tbsp ghee or sunflower oil 2 onions, roughly chopped 4 garlic cloves, finely chopped 25g/1oz chunk fresh root ginger, peeled and finely chopped ½ -1 tsp hot chilli powder 1 tbsp garam masala  4 large ripe tomatoes, roughly chopped 1 tbsp tomato purée 1 tsp flaked sea salt ½ tsp caster sugar 500ml/18fl oz lamb stock (made with ½ lamb stock cube) 1 cinnamon stick 2 bay leaves cooked rice thick natural yogurt  fresh coriander leaves  ",9
1302,"1 x 2.5kg/5½lb shoulder of lamb 1 tbsp olive oil 2 tbsp coriander seeds 2 tbsp fenugreek seeds 1 tbsp mustard seeds 1 tsp cumin seeds ½ tsp fennel seeds 1 tsp black peppercorns 1 cinnamon stick 5 cloves 1 tbsp ground turmeric 1 green bird’s-eye chilli 2 garlic cloves, peeled 1½cm/¾in root ginger, peeled 1 onion, thinly sliced 2 tbsp vegetable oil 12 curry leaves 3 cardamom pods 2 bay leaves 400g/14oz chopped tomatoes 200ml/7fl oz beef stock 2 tsp tamarind paste salt and freshly ground black pepper 500g/1lb 2oz potatoes, cut into 2cm/1in cubes 4 tbsp vegetable oil ½ tsp mustard seeds ½ tsp chilli powder ¼ tsp ground turmeric 2 tbsp fresh coriander, roughly chopped ",9
1303,"2 tbsp vegetable oil 2 tbsp coriander seeds 2 tbsp fenugreek seeds 1 tbsp mustard seeds 1 tsp cumin seeds ½ tsp fennel seeds 1 tsp black peppercorns 1 cinnamon stick, broken into pieces 5 cloves 1 tbsp ground turmeric 4 lamb shanks salt and freshly ground black pepper 1 green birds' eye chilli 2 garlic cloves, peeled 1.5cm/¾in piece fresh root ginger, peeled 1 onion, peeled, thinly sliced 12 curry leaves 3 cardamom pods 2 bay leaves 400g/14oz tin chopped tomatoes 200ml/7fl oz beef stock 2 tsp tamarind juice 325g/11½oz chapati flour (available in some supermarkets and Asian grocers), plus extra for dusting 1½ tsp salt 170-230ml/6-8fl oz water 1 tbsp vegetable oil 2 shallots, peeled, finely sliced 2 tbsp plain flour 2-3 tbsp vegetable oil ",9
1304,"500g/17½oz boned leg of lamb 100g/3½oz ghee (clarified butter) 4 cinnamon sticks, each 4cm (1¾in) long 4 black cardamoms 200g/7¼oz flour, approx 50ml/1¾fl oz water, or enough to bind into a slack dough 8 dried figs, soaked in water, to cover 3 tbsp khoya (dried reduced milk), available from ethnic grocers 1 tbsp raisins, soaked in water, to cover ½ tsp saffron strands, soaked in 3 tbsp warm water 150ml/5¼fl oz plain yoghurt 3 onions, sliced and shallow-fried in oil until golden brown 4cm/1¾in piece of fresh root ginger, peeled and grated 6 garlic cloves 2 tsp salt, or to taste 2 tsp red chilli powder 4 tsp garam masala 2 tsp ground cumin 1 tsp freshly ground cardamom seeds 1 tbsp chopped coriander, to garnish naan bread, warmed meat mallet ",9
1305,"4 sprigs rosemary, leaves only, roughly chopped 5 garlic cloves, finely chopped 1 tbsp ground turmeric 1 tbsp ground coriander 1 tbsp mild red chilli powder 1 tbsp garam masala 3 tbsp vegetable oil 4 x 200g/7¼oz boned rumps of lamb (chumps) 4 tbsp vegetable oil 2 bay leaves 2 green cardamom pods, crushed 5 garlic cloves, peeled 200g/7¼oz onions, sliced 1 tbsp ginger and garlic paste (from a jar) 1 tsp ground coriander  1 tsp red chilli powder  1 tsp ground cumin 1 tsp ground turmeric 2 tsp salt 200g/7¼oz tomatoes, roughly chopped 1 large potato, peeled and cubed 2 large turnips, peeled and cubed 1 large carrot, peeled and cubed 150g/5¼oz canned chickpeas, drained and rinsed handful fresh coriander, roughly chopped ",9
1306,"2 green chillies, stalk removed, broken 2 tbsp chopped fresh coriander (stem, stalk and leaves) 3 garlic cloves, peeled 1cm/½in piece fresh root ginger, peeled 50g/1¾oz lamb fat (from around the kidney preferably) ½ tbsp Kashmiri red chilli powder 1 tsp cumin seeds, lightly toasted 1 tsp garam masala  1 tsp salt 450g/1lb lamb mince (or diced boned lamb) 2 red onions, 1 peeled and very finely chopped, 1 sliced into 3-5mm thick slices 1 red pepper, seeds removed, very finely chopped 1 large tomato, sliced into 3-4mm thick slices 1 tbsp chopped fresh coriander (stem, stalk and leaves) salad greens, to serve  1 pomegranate, seeds removed naan breads, to serve (optional) ",9
1307,"4 lamb shanks 2 tsp salt freshly ground black pepper 13cm/5in piece fresh ginger, peeled and coarsely chopped 8 garlic cloves, peeled and coarsely chopped 525ml/18fl oz cold water 8 tsp olive oil or corn oil 2 tsp cumin seeds, left whole 1 tsp cloves, left whole 4 medium-sized cinnamon sticks 2 tsp black peppercorns, left whole 475ml/16fl oz full-fat plain yoghurt, stirred until smooth 4 tsp coriander seeds, ground to a coarse powder in a mortar and pestle 1½ tsp coarsely ground pure chilli powder or cayenne pepper ½ tsp ground turmeric basmati rice, measured to the 500ml/17fl oz level in a measuring jug 3 tbsp corn oil, peanut oil or olive oil 1 medium-sized cinnamon stick 5 cardamom pods, left whole but lightly crushed 2 bay leaves 85g/2½oz onion slices, sliced into fine half rings 25g/1oz finely chopped fresh dill 650ml/1 pint 4fl oz chicken stock ",9
1308,"200g/7oz plain full-fat yoghurt, or Greek-style yoghurt 2 tsp ready-made ginger and garlic paste (or crush 1 large, peeled garlic clove to a paste with 1cm/½in piece of fresh, peeled ginger) 1 tsp ready-made red chilli paste 1 tsp ground coriander ¼ tsp ground cinnamon ½ tsp garam masala 2 tsp freshly squeezed lemon juice ½ tsp mango powder ½ tsp dried fenugreek seeds 2 tsp single cream 1 pinch saffron strands, soaked in 1 tsp water 450g/1lb lamb fillet, cut into 3cm/1¼in cubes 200g/7oz yoghurt 2 tsp ground cumin, toasted in a dry frying pan until fragrant ½ cucumber, finely chopped 2 tbsp finely chopped fresh mint leaves salt and freshly ground black pepper 1 lemon, cut into five wedges 2 tbsp olive oil salt and freshly ground black pepper 1 Cos lettuce, core removed, thickly sliced ",9
1309,"1.3 kg/3lb boneless lamb shoulder, cut into roughly 4cm/1¾in chunks 100ml/3½fl oz red wine vinegar 2 tbsp sunflower oil 2 tsp sea salt flakes 500g/1lb 2oz potatoes, peeled and cut into roughly 2.5cm/1in pieces 125ml/4½fl oz sunflower oil 4 onions, 3 finely sliced and 1 chopped 6 garlic cloves, roughly chopped 3 long red chillies (do not deseed), roughly chopped 25g/1oz fresh root ginger, peeled, roughly chopped 1 tbsp English mustard powder 1 tbsp ground cumin 1 tbsp ground coriander 1 tbsp ground paprika 2 tsp ground turmeric 2 tsp cayenne pepper 1 tsp ground cinnamon 2 tsp sea salt flakes 2 bay leaves ",9
1310,"1 tsp ground turmeric 1 tsp ground fennel seeds 1 tsp garam masala 1 tbsp white poppy seeds (optional) salt, to taste 3 large garlic cloves 1 tbsp peeled and roughly chopped fresh ginger 1 medium onion, chopped 2 medium tomatoes, chopped 800g/1lb 12oz lamb shoulder, cut into small cubes 3 tbsp vegetable oil ¾ tsp nigella seeds 1 tsp cumin seeds 500ml/17fl oz water 5-8 fat, short green chillies, slit through the middle, seeds removed, but otherwise left intact 2-3 tsp fresh tamarind paste 2 handfuls fresh coriander, leaves and stalks, chopped ",9
1311,"6 cardamom pods 1 tsp black peppercorns 4 dried chillies 6 cloves  3 star anise ½ cinnamon stick 1 tsp cumin seeds ½ tsp coriander seeds 3 tbsp vegetable oil 3-4 cloves garlic, finely sliced  5cm/2in piece fresh ginger, cut into thin strips  1 red onion, cut into thin strips ½ tsp turmeric powder 1 tsp red chilli powder 2 green chillies, chopped 3 bell peppers, mixed colours, cut into thin strips   3 tbsp tomato purée 500g/1lb 2oz leftover turkey, cut into thin strips 2 tbsp malt vinegar pinch sugar salt 1 tbsp chopped fresh coriander, to garnish ",9
1312,"2½ tbsp vegetable oil ½ tsp mustard seeds pinch fenugreek seeds 1 tsp split chana dal 1 tsp urid dal 2-3 dried red chillies, left whole  1 rounded tsp chopped fresh ginger ¼ tsp ground turmeric 4 tbsp roasted peanuts 10 curry leaves, torn in half salt, to taste 3 tbsp lemon juice, or to taste 350g/12oz freshly cooked basmati rice ",9
1313,"1 tsp vegetable oil 1 very small red onion (50g/1¾oz peeled weight), finely chopped 20g/¾oz fresh ginger, peeled and finely chopped ½ small red chilli, seeds removed, finely chopped (or pinch chilli powder) 1 garlic clove, finely chopped 50g/1¾oz red lentils ½ tsp curry powder 8 cherry tomatoes, halved 200ml/7fl oz vegetable stock 40g/1½oz baby spinach salt and freshly ground black pepper 1 tbsp chopped fresh coriander, to garnish ",9
1314,"5-6 garlic cloves, coarsely chopped 2.5cm/1in piece fresh root ginger, chopped 50g/2oz flaked almonds 150ml/¼ pint water 5 tbsp olive or groundnut oil 2 bay leaves 8 cardamom pods, lightly crushed 4 cloves 2.5cm/1in piece cinnamon stick 1 onion, finely chopped 1 tbsp ground cumin 1 tbsp ground coriander ¼ tsp chilli powder 1 tbsp tomato purée 1¼ tsp salt ½ tbsp garam masala 3 tbsp double cream 1.5kg/3lb chicken pieces, skinned and cut into serving portions (breast cut in half across the centre) ",9
1315,"2 tbsp coriander seeds 2 tbsp fenugreek seeds 1 tbsp mustard seeds 1 tsp cumin seeds ½ tsp fennel seeds 1 tsp black peppercorns 1 cinnamon stick 5 cloves 3 cardamom pods, seeds removed 1 tbsp ground turmeric 2 bay leaves, crushed 2 tbsp vegetable oil 1 whole chicken 1 tbsp vegetable oil 1 onion, finely chopped 2 garlic cloves, finely chopped 2 red chillies, deseeded and finely chopped 2cm/1in piece fresh root ginger, chopped 10 curry leaves 2 tsp tamarind paste 1 x 400g/14oz tin tomatoes 300ml/10½fl oz chicken stock 2 tbsp fresh coriander 2 tbsp vegetable oil 1 onion, thinly sliced 3 green cardamom pods, crushed 1 cinnamon stick, broken in half 4 cloves 400g/14oz basmati rice ",9
1316,"30g/1oz coriander seeds  15g/½oz cumin seeds  5g black peppercorns  2-3 green cardamom pods 1cm/½in cinnamon stick 3-4 dry red chilies, seeds removed 20g/¾oz garlic (about 3-4 garlic cloves), chopped 	 5g curry leaves  75g/2¾oz onion (about 1 small onion), chopped 100ml/3½fl oz coconut milk 250g/9oz white flour  salt, to taste 5g curry leaves, chopped  2 tsp crushed fennel seeds  50g/1¾oz clarified butter (ghee) 50ml/2fl oz vegetable oil  2 tsp mustard seeds 10g curry leaves  150g/5½oz onion (about 1 large onion), sliced ½ tbsp chilli powder (optional) 600g/1lb 5oz chicken thigh, cut into 5cm/2in cubes 250g/9oz dessicated coconut  1 lemon, juice only salt 4 tbsp mustard cress ",9
1317,100ml/3½fl oz single cream 200ml/7fl oz full fat milk 400ml/14fl oz natural unsweetened yoghurt 400ml/14fl oz mango pulp 4 tsp caster sugar ,9
1318,"2 Indian Alphonso mangoes, in season from April (or use canned puréed mangoes) 250–300ml/9–10½ fl oz cold milk  ½–1 tsp runny honey, or to taste, according to the size and sweetness of the mangoes ice cubes, to serve ",9
1319,"6 cardamom pods 2 tbsp cumin seeds 2 tbsp coriander seeds 4 whole cloves 1 tsp black peppercorns 1 tsp ground fenugreek 2 tsp ground turmeric 1 tbsp paprika 1-2 tsp hot chilli powder (the more you use, the spicier the dish) ¼ tsp ground cinnamon 1 tsp flaked sea salt 4 garlic cloves, peeled and crushed 40g/1½oz piece fresh root ginger, peeled and finely grated 100g/3½oz low-fat natural yoghurt 1.65kg/3lb 8oz chicken 1 lime, quartered freshly ground black pepper fresh watercress or baby leaf salad, to serve 200g/7oz low-fat natural yoghurt 1 tsp ready-made mint sauce ",9
1320,"1 tsp urid dal 2 tbsp vegetable oil pinch of asafoetida 1 tsp cumin seeds ½ tsp brown or black mustard seeds 8-10 curry leaves 3 medium dried red chillies, stalks removed ½ tsp turmeric 1 medium Spanish onion, finely sliced ¼ tsp salt 1 tsp root ginger, peeled and finely grated 600g/1lb 5oz white or red potatoes, peeled, diced and boiled 1 medium tomato, roughly chopped 20g/1oz coriander leaves, finely chopped  2-3 chapatis or naan breads, to serve ",9
1321,"4 cod fillets weighing 100-120g/3½-4½oz each 1 tbsp lime juice pinch salt  1 tbsp ginger or garlic paste ½ tsp turmeric powder ½ tsp red chilli powder or crushed black pepper  ¼ tsp garam masala powder ½ tsp mango powder ½ tsp ajwain seeds (optional) 100g/4½oz  gram flour 1 tbsp cornflour 1 drop orange colour (optional) 120ml/4¼fl oz sparkling water oil in a wok to deep fry 1 tsp chaat masala 1 small cucumber thick sliced 2 medium tomatoes, sliced ½ medium red onion, peeled and sliced 10 sprigs of coriander leaves sea salt to taste pinch freshly ground black pepper or red chilli powder 1 tsp lime juice ½ tsp salad oil or olive oil ",9
1322,"½ tsp cumin seeds 1 tsp coriander seeds 2 green chillies 1 large onion, finely chopped (200g) 2 tbsp fresh coriander, roughly chopped ½ tsp kashmiri chilli powder (or mild paprika) ½ tsp ground turmeric  4 free-range eggs salt, to taste 3 tbsp vegetable oil or butter, for frying 1 tsp lemon juice, to serve  250g/9oz chapatti flour, plus extra for dusting 2 tbsp vegetable oil 160–170ml water knob of ghee or butter, melted ",9
1323,"30g/1oz root ginger, peeled 30g/1oz garlic cloves, peeled 2 tbsp vegetable oil 2 black cardamom  10 black peppercorns  3 cloves 4 green cardamom 2 tsp cumin seeds 2 cinnamon sticks 1 bay leaf 500g/1lb 2oz onions, chopped 1 tbsp ginger garlic paste (from above) 1 tsp ground turmeric ½ tsp red chilli powder 1 tbsp ground coriander 1 tsp garam masala  salt, to taste 2 tbsp tomato purée ",9
1324,"1 tsp saffron strands 600g/1 lb 5oz basmati rice (uncooked weight) 50g/2oz red masour lentils or puy lentils, soaked according to packet instructions, or tinned green lentils  150ml/5fl oz vegetable oil 4 onions, thinly sliced 4 whole cinnamon sticks 6 to 8 whole cardamom pods 2 tsp  fresh root ginger, finely grated  1 tsp garlic, crushed 2 medium tomatoes, chopped 2 green chillies, halved 1 tsp garam masala 1 tsp ground cumin 1 tsp red chilli powder 450g/1 lb minced lamb 1 tbsp plain yoghurt handful of fresh coriander leaves, chopped small bunch mint leaves, chopped 3 boiled eggs, shelled and halved ",9
1325,"vegetable oil, for shallow frying 450g/1lb paneer, cut into bite-sized pieces 1 large onion, finely sliced 2 tsp cumin seeds 2 garlic cloves, crushed thumb-sized piece fresh root ginger, peeled and finely grated  1½ tsp crushed dried chillies or ½ chilli, finely chopped (and deseeded, optional) 1 small bunch fresh coriander, leaves and stalks separated, both finely chopped 1 black cardamom pod 4 green cardamom pods, crushed 2 cloves 1 star anise  1 tsp ground turmeric 1½ tsp garam masala 300g/10½oz passata  250g/9oz frozen peas salt and freshly ground black pepper ",9
1326,"3 garlic cloves 3 green finger chillies 5cm/2in piece root ginger, peeled 3 tbsp groundnut oil 1 small onion, finely sliced 5-6 curry leaves  ¼ tsp ground turmeric  ¼ tsp salt  200ml/7fl oz coconut milk  155ml/6fl oz boiling water 500g/1lb 2oz haddock fillets, cut into 4cm/2in-wide pieces 2 medium tomatoes, coarsely chopped basmati rice ",9
1327,"100g/3½oz frozen spinach (2 cubes) 1 tbsp sunflower oil 3 tbsp medium Indian curry paste, such as tikka masala or rogan josh 1 onion, finely chopped 375g/13oz butternut squash, peeled and cut into 3cm/1¼in chunks 200g/7oz coconut cream or 400g tin coconut milk, not shaken 100g/3½oz frozen peas ",9
1328,"vegetable oil, for deep frying 2 red onions, thinly sliced 4 tbsp chopped fresh coriander leaves  ½ tsp chilli powder ½ tsp ground turmeric 1 tsp garam masala 2 tsp ground coriander 2 tsp ground cumin 100g/3½oz gram (chickpea) flour 2 garlic cloves, crushed 15g/½oz fresh root ginger, peeled and finely grated salt  ",9
1329,"1 x 300g/10½oz piece of halibut fillet, scaled, pin-boned and cut into 5cm/2in cubes 4 large scallops, cleaned and removed from their shells 4 large prawns, shells removed, deveined 1 lobster, meat removed and cut into 2½cm/1in cubes, reserve 1 claw 1 squid, cleaned and sliced into1cm/½in thick rings 2 small potatoes, peeled, boiled and sliced (about 1cm/½in thick) 2 small aubergines, sliced 1cm/½in thick 8 cherry tomatoes on the vine 1½ tsp salt 3 tbsp vegetable oil  ½ tsp sugar 1 tsp ground turmeric ½ tsp red chilli powder ½ tsp fennel seeds ½ tsp nigella seeds coriander cress, to garnish 2 tbsp oil 4 green cardamom pods, crushed 10 peppercorns, crushed 2 bay leaves 1 tsp onion seeds 1 tsp fennel seeds 1 large onion, finely chopped ¼ tsp ground turmeric 1 tsp red chilli powder 1½ tsp ground cumin 2 tomatoes, finely chopped 2 hot green chillies, finely chopped 750ml/1¼ pint fish stock 1¼ tsp salt ½ tsp sugar 2 tbsp chopped fresh coriander  1 lemon, juice only pinch ground cardamom boiled basmati rice ",9
1330,"1 tbsp vegetable oil 1 large onion, thinly sliced 1 tsp sea salt 2 large garlic cloves, finely chopped 1 tsp ground cumin 1 tbsp ground coriander 1 tbsp garam masala 3 green cardamom pods, lightly crushed 1 vegetable stock cube 300g/10½oz mixed frozen chopped vegetables 300g/10½oz basmati rice 50g/1¾oz flaked almonds large handful fresh coriander, chopped ½ lemon, juice only ",9
1331,"2 tsp mild red chilli powder 1 tsp ground turmeric ½ tbsp ginger and garlic paste 1 tbsp Kasundi mustard sauce or wholegrain mustard 1 tsp finely chopped green chilli 1 tsp chickpea flour  1 tbsp lemon juice 1 tbsp rapeseed oil, plus extra for basting if needed 2 x 250g/9oz pieces monkfish tails, trimmed ½ lemon, juice only 3 tbsp rapeseed oil 1 black cardamom pod 2 green cardamom pods 1 bay leaf 1 green chilli, split 3 onions, roughly chopped, fried in vegetable oil and blended into a paste  1 tsp ginger and garlic paste 1 tbsp Kasundi mustard sauce or wholegrain mustard 2 tsp ground coriander ½ tsp red chilli powder  100ml/3½fl oz fish stock  200ml/7fl oz coconut milk ¼ tsp green cardamom powder salt 1 tbsp rapeseed oil ½ tsp mustard seeds ½ tsp cumin seeds 10g fresh root ginger, peeled and julienned 10g fresh root turmeric, peeled and julienned 1 green chilli, finely chopped 50g/1¾oz green beans, trimmed and blanched 100g/3½oz mixed fresh wild mushrooms 1 tsp medium curry powder small pinch ground timut pepper or ground Sichuan peppercorns salt  handful samphire, sautéed  finely chopped pickled silverskin onions edible flowers  ",9
1332,"25g/1oz butter 1 tbsp sunflower oil 1 large onion, finely chopped 2 garlic cloves, chopped 2 medium carrots, cut into 1.5cm/ ⅝in cubes 2 celery sticks, thinly sliced 1 medium sweet potato, peeled, cut into 1.5cm/⅝in cubes 1 eating apple, peeled, quartered, cut into 1.5cm/⅝in cubes  1 tbsp medium curry powder 1 vegetable or chicken stock cube (low-salt is best) 1litre/1¾ pints boiling water 1 tbsp tomato purée 1 tbsp mango chutney 100g/3½oz  basmati rice 100g/3½oz natural yoghurt or soured cream, to serve fresh coriander or flat-leaf parsley, to garnish (optional) salt and freshly ground black pepper ",9
1333,"2½ tbsp rapeseed oil 1 tsp cumin seeds 2 tsp sesame seeds 200g/7oz ginger, thinly sliced 1 green chilli, slit open salt, to taste 1 tsp red chilli powder 100g/3½oz palm sugar  100g/3½oz tamarind paste pinch asafoetida 1 dried red chilli ½ tsp mustard seeds 5-6 curry leaves 4 chicken breasts, skin on 300g/10½oz chicken breast, minced 1 spring onion, chopped 2 tbsp ginger, finely chopped pinch garam masala salt, to taste 1 litre/1¾ pints chicken stock vegetable oil, for frying 2 tbsp rapeseed oil 1 tsp cumin seeds 50g/1¾oz ginger, finely chopped 1 green chilli, slit open 2 medium onions, finely chopped 1 tsp red chilli powder 2 tsp ground coriander 1 tsp ground turmeric  2 medium tomatoes, chopped fresh ginger , julienned and crisp-fried Celery cress  Red shisho cress ",9
1334,"3 tbsp vegetable oil 1 small onion, finely chopped 2-4 green chillies, whole thumb-sized piece fresh ginger, peeled and pounded into a paste in a pestle and mortar 4 garlic cloves, peeled and pounded into a paste in a pestle and mortar  salt, to taste ½tsp ground turmeric 1 tbsp garam masala 3 tomatoes, chopped into large cubes 1kg/2¼lb mussels, scrubbed and de-bearded 60g/2oz desiccated coconut handful fresh coriander leaves and stalks, chopped ",9
